
running 1 test
test issue897_s65_cost::issue897_guard_cost_report ... S65-COST eps = 0.000000001
S65-COST body delta tris tess_us check_us check_pct
S65-COST ball 0.1 116 95.1 13.5 14.16
S65-COST ball 0.02 620 390.2 103.4 26.50
S65-COST ball 0.004 3012 1765.0 655.1 37.12
S65-COST cone 0.1 52 35.0 3.1 8.84
S65-COST cone 0.02 224 113.6 20.4 17.99
S65-COST cone 0.004 1156 605.7 206.0 34.02
S65-COST l_prism 0.1 20 33.9 1.1 3.25
S65-COST l_prism 0.02 20 28.3 1.2 4.22
S65-COST l_prism 0.004 20 46.3 1.2 2.59
S65-COST washer 0.1 100 102.0 6.5 6.35
S65-COST washer 0.02 220 343.6 16.8 4.89
S65-COST washer 0.004 484 871.4 53.3 6.12
S65-COST donut 0.1 14620 11938.3 3542.6 29.67
S65-COST donut 0.02 71820 60801.0 19638.6 32.30
S65-COST donut 0.004 356168 400362.1 98668.5 24.64
S65-COST sphere_wedge 0.1 46 32.7 2.8 8.63
S65-COST sphere_wedge 0.02 212 123.3 16.5 13.36
S65-COST sphere_wedge 0.004 1014 595.1 176.8 29.70
S65-COST wedge 0.1 32 37.7 2.2 5.92
S65-COST wedge 0.02 60 60.3 4.3 7.11
S65-COST wedge 0.004 128 134.5 10.2 7.60
S65-COST cone_wedge 0.1 4 8.4 0.2 2.26
S65-COST cone_wedge 0.02 4 8.2 0.2 2.12
S65-COST cone_wedge 0.004 4 8.5 0.2 2.23
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 137 filtered out; finished in 24.57s

