
running 1 test
test issue897_s65_cost::issue897_guard_cost_report ... S65-COST eps = 0.000000000001
S65-COST body delta tris tess_us check_us check_pct
S65-COST ball 0.1 116 73.3 8.1 10.99
S65-COST ball 0.02 620 416.2 109.2 26.24
S65-COST ball 0.004 3012 1623.8 618.1 38.06
S65-COST cone 0.1 52 35.6 3.2 8.91
S65-COST cone 0.02 224 113.7 17.1 15.01
S65-COST cone 0.004 1156 666.7 209.2 31.38
S65-COST l_prism 0.1 20 22.7 1.3 5.74
S65-COST l_prism 0.02 20 26.9 1.3 4.84
S65-COST l_prism 0.004 20 28.4 1.2 4.26
S65-COST washer 0.1 100 105.5 7.6 7.22
S65-COST washer 0.02 220 331.6 17.9 5.39
S65-COST washer 0.004 484 849.8 61.7 7.26
S65-COST donut 0.1 14620 12663.2 3729.2 29.45
S65-COST donut 0.02 71820 64104.8 18086.2 28.21
S65-COST donut 0.004 356168 396039.5 103359.9 26.10
S65-COST sphere_wedge 0.1 46 41.2 3.2 7.78
S65-COST sphere_wedge 0.02 212 140.1 20.2 14.38
S65-COST sphere_wedge 0.004 1014 611.2 186.3 30.49
S65-COST wedge 0.1 32 26.0 1.8 7.06
S65-COST wedge 0.02 60 44.4 3.6 8.18
S65-COST wedge 0.004 128 125.4 10.8 8.58
S65-COST cone_wedge 0.1 4 7.8 0.2 2.48
S65-COST cone_wedge 0.02 4 9.9 0.2 1.86
S65-COST cone_wedge 0.004 4 7.7 0.2 2.44
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 137 filtered out; finished in 24.71s

