
running 1 test
test issue897_s65_cost::issue897_guard_cost_report ... S65-COST eps = 0.000000001
S65-COST body delta tris tess_us check_us check_pct
S65-COST ball 0.1 116 69.8 9.4 13.50
S65-COST ball 0.02 620 344.0 104.0 30.24
S65-COST ball 0.004 3012 1498.0 715.2 47.74
S65-COST cone 0.1 52 34.9 4.0 11.47
S65-COST cone 0.02 224 114.4 21.8 19.04
S65-COST cone 0.004 1156 601.9 218.9 36.37
S65-COST l_prism 0.1 20 27.2 1.3 4.68
S65-COST l_prism 0.02 20 26.8 1.2 4.56
S65-COST l_prism 0.004 20 26.1 1.1 4.40
S65-COST washer 0.1 100 110.5 7.6 6.83
S65-COST washer 0.02 220 363.3 19.0 5.23
S65-COST washer 0.004 484 1012.4 61.7 6.09
S65-COST donut 0.1 14620 10652.3 3607.5 33.87
S65-COST donut 0.02 71820 53774.0 16734.4 31.12
S65-COST donut 0.004 356168 350036.7 96980.4 27.71
S65-COST sphere_wedge 0.1 46 36.6 3.3 8.96
S65-COST sphere_wedge 0.02 212 118.8 19.0 16.03
S65-COST sphere_wedge 0.004 1014 604.8 198.9 32.89
S65-COST wedge 0.1 32 32.8 2.2 6.69
S65-COST wedge 0.02 60 57.4 4.2 7.38
S65-COST wedge 0.004 128 129.3 10.7 8.26
S65-COST cone_wedge 0.1 4 8.0 0.2 2.42
S65-COST cone_wedge 0.02 4 7.7 0.2 2.55
S65-COST cone_wedge 0.004 4 8.3 0.2 2.16
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 137 filtered out; finished in 21.96s

