
running 1 test
test issue897_s65_cost::issue897_guard_cost_report ... S65-COST eps = 0.000001
S65-COST body delta tris tess_us check_us check_pct
S65-COST ball 0.1 116 56.5 8.4 14.88
S65-COST ball 0.02 620 284.9 96.0 33.70
S65-COST ball 0.004 3012 1404.1 612.4 43.62
S65-COST cone 0.1 52 27.8 3.2 11.34
S65-COST cone 0.02 224 104.3 20.2 19.36
S65-COST cone 0.004 1156 540.7 220.3 40.75
S65-COST l_prism 0.1 20 37.5 1.3 3.44
S65-COST l_prism 0.02 20 25.0 1.2 4.79
S65-COST l_prism 0.004 20 24.1 1.2 4.82
S65-COST washer 0.1 100 97.6 8.0 8.23
S65-COST washer 0.02 220 345.3 19.6 5.67
S65-COST washer 0.004 484 855.0 57.4 6.71
S65-COST donut 0.1 14620 10511.8 3542.3 33.70
S65-COST donut 0.02 71820 52394.7 18826.6 35.93
S65-COST donut 0.004 356168 361764.4 98203.5 27.15
S65-COST sphere_wedge 0.1 46 28.9 2.7 9.46
S65-COST sphere_wedge 0.02 212 100.7 16.3 16.22
S65-COST sphere_wedge 0.004 1014 534.4 169.9 31.79
S65-COST wedge 0.1 32 24.7 2.0 8.00
S65-COST wedge 0.02 60 43.5 3.5 8.08
S65-COST wedge 0.004 128 98.0 8.9 9.06
S65-COST cone_wedge 0.1 4 6.5 0.2 2.54
S65-COST cone_wedge 0.02 4 6.1 0.2 2.48
S65-COST cone_wedge 0.004 4 6.2 0.1 2.41
ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 137 filtered out; finished in 22.49s

